dt,cos,sin,angle,angular_vel
103.42,-0.847228084792447,0.5312293029746403,2.5815417766571045,-0.7227692604064941
103.43,-0.8440891261694271,0.5362028973089692,2.575660467147827,-0.47751665115356445
103.44,-0.8422514744560472,0.5390848298520508,2.572242498397827,-0.2304723709821701
103.45,-0.841742128898967,0.5398797907281163,2.571298360824585,0.01738213188946247
103.46000000000001,-0.8425700762488976,0.5385867308149421,2.572833776473999,0.26491355895996094
103.47,-0.8447205842045465,0.5352075621860453,2.5768392086029053,0.511360764503479
103.48,-0.8481599706549938,0.5297401855424223,2.583298444747925,0.7557654976844788
103.49000000000001,-0.8528347420442609,0.5221809099941312,2.592186450958252,0.9971696734428406
103.5,-0.8586720587181578,0.5125254096888472,2.6034693717956543,1.2346121072769165
103.51,-0.8655772832965272,0.5007753654494234,2.617098331451416,1.4671324491500854
103.52,-0.8734403794942428,0.48693110751825364,2.6330199241638184,1.693769097328186
103.53,-0.8821348859611852,0.47099686089213677,2.651172161102295,1.9135639667510986
103.54,-0.8915175602819363,0.4529861363319458,2.671480655670166,2.1255617141723633
103.55,-0.9014320600653657,0.4329205944354126,2.6938624382019043,2.328812599182129
103.56,-0.9117097865837354,0.4108348391354361,2.7182230949401855,2.5223844051361084
103.57000000000001,-0.9221743976730968,0.3867743273231319,2.7444615364074707,2.70535945892334
103.58,-0.9326435596392877,0.3607991001421128,2.772468090057373,2.8768465518951416
103.59,-0.9429309435067448,0.33298834180415393,2.802121639251709,3.035984992980957
103.60000000000001,-0.9528516099651578,0.3034366645394169,2.8332953453063965,3.1819546222686768
